id_endereco,logradouro,numero,complemento,bairro,cidade,estado,cep,pais
16914,Morro José Pastor,15,,Nossa Senhora Da Aparecida,Camargo da Mata,MS,76378738,Brasil
16915,Esplanada Manuella da Paz,135,,São Francisco,Barbosa de Rocha,AC,50116-235,Brasil
16916,Distrito Ísis Alves,45,,Senhor Dos Passos,Sá,PI,27072142,Brasil
16917,Travessa de da Rosa,801,,Glória,Gomes,MA,82044-581,Brasil
16918,Morro Yago Pereira,12,,Vila Santa Monica 2ª Seção,Sales,PB,73428-593,Brasil
16919,Estrada Anna Liz Cardoso,53,,Ouro Minas,Caldeira,SP,57121550,Brasil
16920,Colônia de Leão,16,,Vila São Geraldo,Porto,RJ,86931291,Brasil
16921,Residencial Larissa Martins,1,Unde ab veniam autem impedit.,Vila São Gabriel,Araújo de Goiás,AM,44724-540,Brasil
16922,Passarela de Novaes,50,,Vila Jardim Leblon,Nunes,AC,64334822,Brasil
16923,Esplanada de Teixeira,90,,Acaba Mundo,Almeida Paulista,GO,72847299,Brasil
16924,Trevo Albuquerque,35,Iusto omnis optio.,São Luiz,Guerra,RO,10466228,Brasil
16925,Condomínio de Pinto,65,,Renascença,Campos de Rodrigues,ES,85057708,Brasil
16926,Colônia Barbosa,95,,Estoril,Moraes,MA,49022843,Brasil
16927,Vale de Carvalho,9,,Anchieta,Lima,PR,08473851,Brasil
16928,Praia André Lima,5,,Conjunto Jatoba,Campos,BA,43891-902,Brasil
16929,Esplanada Alexia Pimenta,79,,Vila Paris,Vasconcelos,PI,36930195,Brasil
16930,Colônia da Cunha,126,,Jaqueline,Camargo de Leão,MG,39995087,Brasil
16931,Trevo Mariana Dias,504,,Vila Puc,Brito,PE,22848617,Brasil
16932,Aeroporto Viana,850,Nihil error culpa.,Santa Margarida,Melo,MT,52319023,Brasil
16933,Pátio Rodrigues,763,,São Bento,Oliveira do Norte,PE,25580-587,Brasil
16934,Passarela de Gonçalves,98,,Parque São José,da Mota,AC,86758-499,Brasil
16935,Praia Ana Julia da Costa,3,Fugit illum eveniet.,Jonas Veiga,Fogaça de Camargo,RO,11510845,Brasil
16936,Passarela Macedo,68,,Carlos Prates,da Paz de Goiás,RS,69113601,Brasil
16937,Ladeira Pires,51,,Vila Canto Do Sabiá,Ferreira,DF,09121384,Brasil
16938,Praia Mendes,68,Ipsa quas dolorem.,Vila Cloris,Cunha,SE,53959-005,Brasil
16939,Largo de Silveira,2,,Cachoeirinha,Cunha,MS,90786746,Brasil
16940,Trecho Caldeira,9,,Nova Floresta,Casa Grande de Moreira,DF,87176-907,Brasil
16941,Rodovia Ferreira,799,Quidem fuga recusandae sunt.,Silveira,Pimenta,MA,66098-980,Brasil
16942,Alameda de Cunha,627,,São Jorge 2ª Seção,Carvalho do Galho,SE,39586092,Brasil
16943,Praia Campos,7,,Jardim Dos Comerciarios,Camargo,RO,42019720,Brasil
16944,Largo de Jesus,89,,João Alfredo,das Neves de Nogueira,AP,97796-281,Brasil
16945,Condomínio de da Paz,56,,São Sebastião,Moreira de Goiás,RR,45116607,Brasil
16946,Colônia Cecília Castro,52,,Jardim Montanhês,Cavalcanti de Minas,PI,62572454,Brasil
16947,Quadra Pinto,7,,Vila Independencia 1ª Seção,Farias,BA,51314-259,Brasil
16948,Residencial de Sousa,31,Illum harum fuga.,Novo São Lucas,Duarte,PB,48555068,Brasil
16949,Condomínio de Pereira,764,Quis cum quam ea aspernatur.,Tupi B,Oliveira,RO,45283-516,Brasil
16950,Aeroporto Davi Luiz Pinto,56,,Vila Ecológica,Porto dos Dourados,GO,29854-012,Brasil
16951,Passarela Ramos,92,,Minas Brasil,Nascimento de Novais,RJ,74086-405,Brasil
16952,Lagoa de Cunha,80,,Vila Sumaré,Pimenta das Flores,AC,53323027,Brasil
16953,Parque de Jesus,56,,Jonas Veiga,Camargo,MS,84042515,Brasil
16954,Vila Lorenzo Fonseca,7,,Camponesa 2ª Seção,Lima,MA,34988559,Brasil
16955,Estação de Abreu,43,Aut impedit ad voluptatem.,Jardim Alvorada,Guerra de Sampaio,PI,50416-232,Brasil
16956,Jardim de Pires,86,Maiores minima tenetur.,Vila Esplanada,Abreu,AC,30834170,Brasil
16957,Condomínio da Rosa,73,,Vila Independencia 1ª Seção,Ribeiro de Ramos,ES,75891-902,Brasil
16958,Condomínio de Sampaio,40,,Pousada Santo Antonio,Cardoso de da Paz,MA,16213003,Brasil
16959,Quadra Macedo,73,Sit earum minima sapiente.,Mangabeiras,Duarte,RN,47865-666,Brasil
16960,Loteamento Ravi Novaes,28,,Dom Cabral,Pereira,PI,79907111,Brasil
16961,Ladeira Gabriela Câmara,3,,Belvedere,Marques,PA,95247466,Brasil
16962,Lago Lima,4,,Baleia,Nascimento do Sul,PB,59825663,Brasil
16963,Sítio Dom Castro,49,,Vila Piratininga Venda Nova,Barbosa dos Dourados,SC,98861804,Brasil
16964,Área Luiz Miguel Gomes,27,Impedit quos facilis ad.,Jardim Atlântico,Costela,AP,36452-168,Brasil
16965,Avenida Farias,814,Labore ipsam sapiente amet.,Coração De Jesus,Aragão,CE,08048477,Brasil
16966,Esplanada Ferreira,14,,Santana Do Cafezal,Costela,MS,05276161,Brasil
16967,Chácara Valentina Brito,7,,Vila Petropolis,Dias,MA,87756251,Brasil
16968,Parque de Cavalcanti,948,In unde ad.,Vila Jardim Alvorada,Carvalho Verde,CE,73043-664,Brasil
16969,Morro de Abreu,48,,Marieta 1ª Seção,Guerra da Serra,PA,27448905,Brasil
16970,Pátio Jesus,29,At rerum corporis.,Vila Nova Cachoeirinha 1ª Seção,da Cruz,ES,05920824,Brasil
16971,Condomínio Raul Dias,52,Numquam et odio.,Vila Nova Gameleira 3ª Seção,Sales,RJ,62940-470,Brasil
16972,Avenida Manuela Garcia,76,,Concórdia,Moraes de Freitas,MA,74088-566,Brasil
16973,Trecho de Andrade,103,,Vila Paris,Castro,SC,24630344,Brasil
16974,Condomínio Cavalcante,188,,Jardim Guanabara,Moreira,SC,43947-229,Brasil
16975,Morro Moraes,38,,Campo Alegre,Nogueira,PI,60189355,Brasil
16976,Distrito Stephany Cunha,33,Nam similique sequi.,Havaí,Freitas,MS,16895507,Brasil
16977,Viaduto Novaes,34,,Vila Antena,Fonseca,RO,80136602,Brasil
16978,Rua da Mota,35,,Jardim Guanabara,Peixoto,SP,22431-738,Brasil
16979,Quadra de Peixoto,65,,Estrela Do Oriente,Araújo,RJ,98084307,Brasil
16980,Colônia Monteiro,74,Nisi dicta numquam autem.,Santana Do Cafezal,Albuquerque de Silva,SP,91679-243,Brasil
16981,Estrada de da Mota,16,Libero libero ad.,São Cristóvão,Araújo,PA,51646-905,Brasil
16982,Campo de Nascimento,842,,Dom Cabral,Barbosa,AM,91262879,Brasil
16983,Fazenda Ana Souza,2,,Vila Nova Cachoeirinha 3ª Seção,Marques Grande,RO,73188764,Brasil
16984,Trevo Borges,60,Totam qui perspiciatis sit.,Vila Formosa,da Conceição,GO,85861152,Brasil
16985,Sítio de Fogaça,376,Cum dolores nam.,Graça,Monteiro de Ramos,SP,59200236,Brasil
16986,Sítio Luiza Silveira,30,,Vista Alegre,Martins dos Dourados,MS,99590-162,Brasil
16987,Passarela Lucas Cardoso,902,,Nossa Senhora De Fátima,Carvalho do Oeste,AC,87725803,Brasil
16988,Campo de Sales,9,,Dom Joaquim,Cassiano da Mata,PA,14533120,Brasil
16989,Trevo Montenegro,555,,Xangri-Lá,Abreu,RN,95688-332,Brasil
16990,Praia Enrico Martins,56,,Vila Nova Paraíso,da Rosa,TO,12420569,Brasil
16991,Alameda Brito,847,,Monte Azul,Costela Alegre,MG,25493879,Brasil
16992,Loteamento Nicole Fogaça,950,,Cdi Jatoba,Fonseca,RS,97345944,Brasil
16993,Vale de da Luz,2,,Paraíso,Leão de Camargo,RR,66664-005,Brasil
16994,Loteamento da Rosa,42,,Jardim São José,Martins dos Dourados,MS,78952-487,Brasil
16995,Campo de Rios,89,Quod officiis eum hic.,Vila Independencia 1ª Seção,Gomes das Pedras,AM,25735210,Brasil
16996,Chácara Aurora da Conceição,15,,Xangri-Lá,Vieira de Sousa,PI,38939713,Brasil
16997,Recanto Moraes,2,Esse vero ex reiciendis.,Marajó,Pimenta,PR,92082-329,Brasil
16998,Chácara Pastor,5,Ea expedita nisi doloremque.,Grotinha,Araújo,PR,12855-910,Brasil
16999,Esplanada Levi Lima,92,,Europa,Oliveira,PA,91057-234,Brasil
17000,Lago de das Neves,5,Corrupti at iusto illum sed.,Tupi B,Correia,CE,19852233,Brasil
17001,Viaduto de da Costa,84,,Olaria,Marques,ES,39804-106,Brasil
17002,Lago Luara Sampaio,7,Velit perspiciatis odio.,União,Ferreira da Serra,ES,95021027,Brasil
17003,Jardim Nogueira,16,Dolore exercitationem nemo.,Boa Viagem,Azevedo de Cardoso,BA,83118-858,Brasil
17004,Chácara Melo,75,,Ambrosina,Campos da Serra,MG,40897651,Brasil
17005,Quadra de Mendes,13,Ex voluptatem nobis.,Araguaia,Oliveira,AL,82226-473,Brasil
17006,Jardim João Pedro Duarte,26,Sint commodi est error.,Marieta 2ª Seção,Sousa,PB,04159747,Brasil
17007,Trecho de Ramos,60,,Fazendinha,Fogaça,SE,13666-340,Brasil
17008,Viaduto Camila Caldeira,271,Eos possimus maiores.,Vila Aeroporto,Novaes Verde,AM,15573865,Brasil
17009,Ladeira de Farias,6,,Custodinha,Nogueira de Macedo,AM,93562588,Brasil
17010,Avenida de Montenegro,26,,Betânia,Azevedo,AP,21153-579,Brasil
17011,Fazenda de Marques,365,,Vila Cloris,Aragão,MS,93449-022,Brasil
17012,Condomínio de Siqueira,24,Earum eum quis hic autem.,Vila Esplanada,Montenegro,BA,30210-993,Brasil
17013,Aeroporto de Mendes,87,Ex odio quis provident earum.,Vila Barragem Santa Lúcia,Duarte,AC,93571-702,Brasil
17014,Condomínio de Araújo,45,,Santa Tereza,Marques,RN,66250-604,Brasil
17015,Feira Heloisa Nogueira,844,,Vila Maloca,Montenegro,CE,04700896,Brasil
17016,Lagoa de Dias,7,A maiores fuga consectetur.,Beira Linha,Marques,ES,23605-090,Brasil
17017,Quadra João Miguel Almeida,89,,Vista Do Sol,Sousa,RO,11100858,Brasil
17018,Quadra de Lima,51,Id et sit nisi eum.,Vila Independencia 1ª Seção,Abreu da Praia,BA,81319363,Brasil
17019,Trecho Souza,97,Libero porro possimus.,Vila Paraíso,Moura de Lopes,RN,30458-417,Brasil
17020,Vila Bento Machado,8,Praesentium dicta ad tenetur.,Vila Satélite,Pastor da Praia,MA,77121405,Brasil
17021,Esplanada Lara Silveira,8,,Vila Santa Monica 1ª Seção,Moura de Campos,MG,89124-943,Brasil
17022,Distrito Gabriel Moraes,56,,Nossa Senhora De Fátima,Martins,GO,97607709,Brasil
17023,Pátio Rodrigues,38,,Vila Nova Gameleira 3ª Seção,Rezende do Sul,RN,03554986,Brasil
17024,Colônia de Teixeira,86,,Coração Eucarístico,Cassiano da Prata,MT,12759690,Brasil
17025,Loteamento Mendonça,495,,Alto Dos Pinheiros,Barros,MG,80639413,Brasil
17026,Feira Igor Araújo,89,Quibusdam commodi accusamus.,Jaraguá,Cirino,MA,32102907,Brasil
17027,Lagoa de Nunes,72,Impedit veniam dolorem quam.,Havaí,Andrade das Pedras,RR,54233-998,Brasil
17028,Travessa André Guerra,22,Eius nobis numquam.,Santa Inês,Andrade dos Dourados,MA,16309769,Brasil
17029,Travessa Ana Luiza da Rocha,15,A quia quo eos ipsa alias.,São Luiz,Melo do Norte,RR,36622942,Brasil
17030,Setor de Fogaça,555,Error odit reiciendis quidem.,Vila Batik,Cavalcante de Minas,MS,72572439,Brasil
17031,Conjunto de Pires,81,,Delta,Campos,AP,83893090,Brasil
17032,Área Mirella Cardoso,35,,Corumbiara,Moraes,SC,88996389,Brasil
17033,Lagoa Brenda Teixeira,78,,Bernadete,Lopes de Ribeiro,BA,29504298,Brasil
17034,Ladeira Eduarda Aragão,30,Voluptatum non facere.,Vila Nova,Sampaio,MS,94514938,Brasil
17035,Passarela de Barros,23,Praesentium optio porro qui.,São Vicente,Rios do Oeste,RJ,19621-824,Brasil
17036,Recanto Fonseca,63,Odit illo consectetur fugiat.,Guaratã,Farias de Goiás,RO,03037382,Brasil
17037,Residencial Vargas,58,Fugiat nisi nesciunt.,Vila Formosa,Pereira,TO,37599-065,Brasil
17038,Esplanada Gonçalves,4,,Manacas,Lima Grande,PE,32271578,Brasil
17039,Viaduto de Fogaça,62,,Alpes,das Neves de Nogueira,AP,57887560,Brasil
17040,Aeroporto de Nascimento,12,,Monte São José,Marques de Rios,PE,83272-564,Brasil
17041,Loteamento José Fonseca,97,,Vila Ecológica,Silva Paulista,AC,61861-346,Brasil
17042,Ladeira Gael Henrique Peixoto,550,Eos excepturi in.,Santa Isabel,Dias,MG,29739151,Brasil
17043,Vale Mariana Pereira,32,Iste vitae modi.,Itaipu,Moreira,DF,98023994,Brasil
17044,Sítio Castro,42,,Madre Gertrudes,Monteiro,SC,04215-143,Brasil
17045,Feira Brito,3,Eum quos suscipit.,Vila Ipiranga,Jesus do Oeste,PI,81026-041,Brasil
17046,Trevo Abreu,243,,Vila Ecológica,Pinto,RN,54060868,Brasil
17047,Aeroporto Elisa Dias,8,,Camponesa 1ª Seção,Martins,PE,88885574,Brasil
17048,Fazenda de Cavalcanti,70,Sed repellendus id sunt eius.,Maria Helena,Garcia de Andrade,PA,76074436,Brasil
17049,Alameda Ana Carolina Pacheco,284,,Carlos Prates,Ferreira Verde,ES,08872395,Brasil
17050,Fazenda Calebe Cassiano,71,,Conjunto Jardim Filadélfia,da Mata de Sá,RN,02310-866,Brasil
17051,Via de Silveira,43,Maxime aliquid doloribus.,Jardim Alvorada,Viana do Campo,PI,07620-887,Brasil
17052,Quadra Carlos Eduardo Machado,89,,Santo André,Moura,SP,11680-733,Brasil
17053,Viaduto Asafe Monteiro,72,,Nossa Senhora Da Conceição,da Cruz Alegre,BA,33514-660,Brasil
17054,Favela Benjamim Sá,2,Unde laboriosam iusto.,Vila Santo Antônio Barroquinha,Sá,AC,10354617,Brasil
17055,Passarela de Campos,4,,Jardim Felicidade,Pastor de da Conceição,SE,57432354,Brasil
17056,Ladeira Liam Martins,4,Ad officia unde aspernatur.,Vila São Rafael,Silveira de Minas,GO,80050-666,Brasil
17057,Morro de Almeida,56,,Marieta 1ª Seção,Machado de Sampaio,DF,55068666,Brasil
17058,Pátio Borges,1,,Vila Nova Gameleira 3ª Seção,Rezende,PB,12502-967,Brasil
17059,Rua de Cardoso,264,,Serra Verde,Nunes,SC,04707161,Brasil
17060,Aeroporto José Pedro Cavalcante,586,Molestiae corrupti totam quo.,Vila São Gabriel,da Luz,AM,90052173,Brasil
17061,Recanto de Casa Grande,13,Ab unde ex.,Varzea Da Palma,Sousa,GO,18494-361,Brasil
17062,Distrito Maria Laura Rocha,84,Incidunt delectus mollitia.,Barão Homem De Melo 1ª Seção,Souza de Minas,MG,73422-269,Brasil
17063,Residencial Beatriz Câmara,33,Nesciunt dignissimos dolores.,Sport Club,Martins,PI,77995-838,Brasil
17064,Jardim Heloísa Monteiro,45,Quam provident unde at.,Jonas Veiga,Freitas da Serra,MA,79552964,Brasil
17065,Campo Marcela Freitas,316,,Canaa,Melo de Minas,AL,15674-423,Brasil
17066,Alameda Costa,2,Nam ipsam excepturi tenetur.,Jaraguá,Garcia de Barbosa,MG,91995992,Brasil
17067,Trevo Vasconcelos,93,,São Tomaz,Câmara,MT,32743801,Brasil
17068,Núcleo de Teixeira,95,,Monte Azul,Rocha da Mata,MG,57191878,Brasil
17069,Setor Ana Carolina Sales,87,,Centro,Souza das Flores,RR,73225888,Brasil
17070,Travessa de Silveira,44,Hic fugit quos ducimus at.,Andiroba,Farias de Rodrigues,MG,40837-253,Brasil
17071,Lagoa de Ferreira,6,,Nova America,da Costa de Rios,PB,83446-000,Brasil
17072,Residencial Fonseca,8,,Solimoes,Silveira,SC,67976046,Brasil
17073,Lagoa de Fogaça,301,,Nova Granada,Almeida do Norte,AM,86224701,Brasil
17074,Vereda de Leão,47,Et dolores ea non recusandae.,Santa Tereza,Marques de Aparecida,PR,22299076,Brasil
17075,Viela Fonseca,73,,Gameleira,Camargo do Oeste,MA,71352-036,Brasil
17076,Fazenda Pedro da Mata,58,Adipisci voluptas nostrum.,Conjunto Novo Dom Bosco,Garcia de Goiás,BA,37467-606,Brasil
17077,Parque de Machado,180,,Santana Do Cafezal,Aragão,RJ,17609-523,Brasil
17078,Feira Renan Martins,8,Dolor tempore dolorum porro.,Marçola,Santos,AC,69297991,Brasil
17079,Pátio Gabriel Garcia,48,Ab harum ipsam maiores.,Conjunto Providencia,Novaes,PE,11108167,Brasil
17080,Via de das Neves,19,,Vila Tirol,Dias de Goiás,SP,66274-187,Brasil
17081,Viaduto de Sampaio,63,Ipsam quod voluptate quos.,São Sebastião,da Mata dos Dourados,TO,61148448,Brasil
17082,Viela Vinicius Rodrigues,54,Vel nobis error repellendus.,Vila Nova Gameleira 1ª Seção,Nascimento de Macedo,BA,73459-581,Brasil
17083,Viaduto Pereira,139,Voluptas illum sunt.,Vila Vista Alegre,Macedo do Oeste,SE,16361-393,Brasil
17084,Lago de Aragão,68,,Vila Madre Gertrudes 4ª Seção,Pereira da Prata,MT,02798597,Brasil
17085,Via de Sampaio,9,,Jardim Dos Comerciarios,Pacheco Paulista,AC,98157-997,Brasil
17086,Esplanada Vasconcelos,629,Quos error beatae similique.,Vila Maria,da Cruz,ES,02984-275,Brasil
17087,Lago Nunes,52,Eum molestiae sunt eaque.,Apolonia,Mendonça da Prata,PI,74970-128,Brasil
17088,Lago de Cardoso,991,Dolorum placeat distinctio.,Vila Santa Monica 2ª Seção,Borges,SE,12784-741,Brasil
17089,Esplanada Gonçalves,35,,Conjunto Minas Caixa,Cavalcanti,RO,24722456,Brasil
17090,Vila Théo Machado,55,,Mariano De Abreu,Costa das Pedras,SP,88412-117,Brasil
17091,Área Almeida,27,,Vila Puc,da Mota,RS,46992-505,Brasil
17092,Aeroporto de Fonseca,70,Unde fuga et cupiditate.,Ipe,Brito,MS,05759-796,Brasil
17093,Passarela de Guerra,466,Ea dolor amet.,São Tomaz,Moraes das Flores,ES,79883-805,Brasil
17094,Chácara de da Cunha,46,,Vila Sumaré,Fernandes de Nogueira,BA,45973-655,Brasil
17095,Quadra de Albuquerque,64,Facilis ratione aliquid iste.,Dom Silverio,Siqueira de Minas,SC,00876093,Brasil
17096,Lagoa de da Mata,4,Tenetur fugiat animi sed sed.,Estrela,Melo do Galho,SP,64840578,Brasil
17097,Feira Duarte,2,,Havaí,Peixoto,SP,81822224,Brasil
17098,Recanto Anthony Silva,876,Quos velit recusandae.,Vila Nova Cachoeirinha 3ª Seção,Pinto da Serra,PE,44229370,Brasil
17099,Parque Dias,32,Odio vel ratione.,Vila Esplanada,Marques,PI,70959-339,Brasil
17100,Estrada Arthur Peixoto,53,Impedit in culpa deleniti.,Dom Cabral,da Costa,GO,31466-339,Brasil
17101,Morro Asafe Pinto,858,,Vila Jardim Montanhes,Araújo de Gomes,PE,81616796,Brasil
17102,Alameda de Camargo,41,,Nova Cintra,Montenegro do Oeste,MA,88622414,Brasil
17103,Ladeira Cunha,154,A porro facilis maiores et.,Serra Do Curral,Duarte,RS,92990-962,Brasil
17104,Favela de Vargas,37,,Vila Madre Gertrudes 2ª Seção,Mendes,MG,84648335,Brasil
17105,Favela Maria Clara Viana,45,,Camponesa 2ª Seção,Costa de Aparecida,AM,93081325,Brasil
17106,Alameda Ana Julia Ramos,356,,Santa Rita,Cardoso Grande,PR,08825-917,Brasil
17107,Via da Cruz,476,,Custodinha,Melo de Martins,GO,22498-123,Brasil
17108,Esplanada de Costa,6,,Vila Bandeirantes,Machado de Minas,AP,16610638,Brasil
17109,Avenida Nascimento,38,Error unde blanditiis rem.,Providencia,Azevedo,ES,02450-215,Brasil
17110,Quadra da Cunha,80,Adipisci quos facere modi.,Vila Copasa,da Rosa,PB,30884-971,Brasil
17111,Jardim de Costela,28,Dicta aut cupiditate.,Anchieta,Castro das Pedras,RR,53483-623,Brasil
17112,Via Mendes,1,,Tirol,Vasconcelos,ES,14770-468,Brasil
17113,Pátio de Araújo,76,,São Marcos,Cirino,SE,53153044,Brasil
17114,Setor Thomas Fernandes,78,Maxime at tempore iure.,Corumbiara,Vargas de Correia,RO,28618658,Brasil
17115,Vale Jesus,286,Sapiente nihil voluptatum.,Acaba Mundo,Cardoso das Pedras,AC,33349-627,Brasil
17116,Rua de da Mota,73,,Vila Jardim Alvorada,Ferreira do Galho,ES,85152-621,Brasil
17117,Estação Antônio Aragão,52,Velit nobis autem excepturi.,Mirtes,Vasconcelos das Pedras,DF,73811-092,Brasil
17118,Estrada Maya Camargo,4,Maiores ratione odio eaque.,Glória,Martins da Mata,SE,02080-835,Brasil
17119,Distrito Jesus,3,,Carmo,Vasconcelos Grande,MA,25914-712,Brasil
17120,Travessa Ravi Pimenta,66,,Cdi Jatoba,Lopes do Amparo,PE,10434108,Brasil
17121,Pátio Rael Moura,81,Dolores cum odio.,Mangabeiras,Duarte da Serra,RJ,20138-331,Brasil
17122,Vereda Marina Pacheco,793,Aliquid facere et deserunt.,Vila Da Ária,Moraes,GO,24174201,Brasil
17123,Morro Maria Liz da Mata,2,Facilis provident iusto.,Vila São João Batista,Andrade,RJ,75222639,Brasil
17124,Núcleo Sofia Aragão,895,,Vale Do Jatoba,da Luz de Goiás,AP,52206463,Brasil
17125,Residencial Apollo Oliveira,879,,Vila Da Luz,Sá da Prata,MS,36040-092,Brasil
17126,Área Abreu,1,,Marçola,Sampaio do Norte,AM,47133-037,Brasil
17127,Chácara Isabel Azevedo,64,,Conjunto Serra Verde,Teixeira do Campo,RO,53430081,Brasil
17128,Conjunto de da Mata,3,,João Pinheiro,Correia,RO,67416-825,Brasil
17129,Rodovia Luiz Otávio Azevedo,69,,Nova Granada,da Conceição de Cassiano,SC,80087-918,Brasil
17130,Lago de Lopes,26,,Leonina,Freitas,PA,51409095,Brasil
17131,Jardim Alexandre Carvalho,15,,Conjunto Jatoba,Martins,PB,90762-538,Brasil
17132,Condomínio de Cunha,120,,Vila Santo Antônio Barroquinha,Peixoto,AC,73919346,Brasil
17133,Campo de Sá,585,Iure autem minima a natus at.,Vila Pinho,Costela do Sul,AL,86284-748,Brasil
17134,Recanto Yan Novaes,40,Occaecati nihil nemo modi.,Túnel De Ibirité,da Paz,MS,37847-685,Brasil
17135,Vale Eduardo Gomes,6,Atque sint aliquid occaecati.,Paulo Vi,da Luz da Prata,RO,97799335,Brasil
17136,Fazenda Fogaça,10,Quibusdam fugiat amet.,Cardoso,Freitas,PR,90440-008,Brasil
17137,Chácara Ferreira,38,,Vila Do Pombal,Barros de Moraes,PR,70223-569,Brasil
17138,Jardim de Sales,839,,Vila Copacabana,Vasconcelos Alegre,PR,72975285,Brasil
17139,Viaduto Enzo Gabriel Albuquerque,45,Temporibus in neque quo.,Novo Das Industrias,da Cunha,AL,81626-961,Brasil
17140,Trecho Carvalho,8,,Mantiqueira,Vasconcelos dos Dourados,MA,93457532,Brasil
17141,Feira Natália Camargo,84,,Oeste,Pastor,CE,87534-870,Brasil
17142,Distrito José Pedro Almeida,46,,Palmeiras,Casa Grande,AL,06422-443,Brasil
17143,Travessa Dante Fonseca,8,,Nova Cintra,da Mota do Galho,AL,01219-526,Brasil
17144,Parque Freitas,76,,Paraíso,da Mata,MS,56922-424,Brasil
17145,Rodovia Melo,932,,Pindorama,Rodrigues das Pedras,SC,23801478,Brasil
17146,Pátio Marcelo Rocha,789,,Venda Nova,Machado,SE,29217555,Brasil
17147,Lagoa Maria Sophia da Mata,157,,Barro Preto,Aparecida,ES,48966727,Brasil
17148,Setor de Novaes,67,,Itapoa,Souza,BA,70877549,Brasil
17149,Residencial de Siqueira,713,Ut impedit saepe facilis.,Vila Betânia,Pires do Campo,RS,47835764,Brasil
17150,Chácara de Macedo,45,Hic fuga sint impedit.,Pongelupe,Cavalcanti de da Costa,SE,47366696,Brasil
17151,Estação Diego Viana,142,,Buraco Quente,Vargas,BA,24204802,Brasil
17152,Núcleo Ana Beatriz Araújo,71,Praesentium aperiam commodi.,Alta Tensão 1ª Seção,Duarte das Pedras,MA,56716-209,Brasil
17153,Colônia Catarina Albuquerque,2,Veritatis laudantium quam.,Laranjeiras,Garcia,SE,71476271,Brasil
17154,Esplanada Theo da Rosa,76,Fugit fuga sequi ipsam.,Vila Petropolis,Borges do Sul,ES,18250599,Brasil
17155,Conjunto Mateus Macedo,94,,Conjunto Califórnia Ii,Castro,RR,98408-165,Brasil
17156,Recanto Maria Cecília Sousa,36,,Vila Atila De Paiva,Lima,RR,79541-723,Brasil
17157,Avenida de da Paz,1,,Varzea Da Palma,Castro,MT,30113653,Brasil
17158,Trevo Maysa Santos,89,,Vila Copacabana,Moura,RR,61048778,Brasil
17159,Viaduto Moraes,16,,Vila Califórnia,da Rosa,MA,41818-132,Brasil
17160,Viaduto Calebe Correia,40,Quo necessitatibus quis ea.,Brasil Industrial,Camargo Verde,PI,48316515,Brasil
17161,Alameda Maria Clara da Paz,84,,Canadá,Casa Grande do Sul,PA,11061347,Brasil
17162,Lagoa Borges,85,Quibusdam esse nihil.,Vila Petropolis,Rodrigues Alegre,MA,76201563,Brasil
17163,Vereda Rios,75,,Saudade,Costela dos Dourados,AC,46993918,Brasil
17164,Ladeira de Carvalho,66,,São Luiz,Sampaio de Mendes,PR,11214-230,Brasil
17165,Alameda Luiza Porto,40,,Prado,Camargo,TO,40996811,Brasil
17166,Via Pedro Miguel Dias,4,,Santa Efigênia,Leão da Serra,ES,28175437,Brasil
17167,Praça de Câmara,3,Et modi ea autem harum.,Vila Antena,Melo,SP,70811826,Brasil
17168,Estrada de da Conceição,10,,Vila Jardim São José,Fogaça das Flores,PI,92384-987,Brasil
17169,Chácara Natália Alves,71,Sequi labore pariatur.,Jonas Veiga,Moreira,RJ,08414584,Brasil
17170,Avenida Barbosa,32,,São Salvador,Rodrigues,MA,40350-854,Brasil
17171,Pátio Pedro Henrique Cardoso,273,,Tirol,Montenegro,RN,96836-065,Brasil
17172,Fazenda Maria Vitória Câmara,23,,Vila Real 2ª Seção,Aparecida da Serra,SP,10079361,Brasil
17173,Morro Casa Grande,25,Quidem voluptatibus harum.,Conjunto Bonsucesso,da Rosa de Pinto,AC,79422-820,Brasil
17174,Estrada de Rodrigues,65,,Cruzeiro,Nogueira,SP,70028525,Brasil
17175,Rodovia Francisco Peixoto,58,,Bom Jesus,Ramos do Amparo,BA,52235673,Brasil
17176,Favela Hadassa Correia,80,Expedita odio eius.,Santo Agostinho,da Costa,PR,10248816,Brasil
17177,Ladeira João Lucas Cavalcanti,6,Ad commodi aliquid maxime.,Ribeiro De Abreu,Duarte,MA,47374961,Brasil
17178,Campo Bella Santos,803,Quibusdam aliquid quibusdam.,Marajó,Rodrigues,PB,61360-434,Brasil
17179,Ladeira Isabelly Monteiro,1,Assumenda tenetur aliquam.,São Sebastião,Sampaio,ES,51502-173,Brasil
17180,Campo Garcia,19,,Flamengo,Pastor,RJ,33029-250,Brasil
17181,Condomínio da Rocha,1,,Marçola,Martins,MA,35410776,Brasil
17182,Pátio Antony Lopes,1,,Horto,Albuquerque,RR,82310-479,Brasil
17183,Passarela da Mota,24,Eos sint eveniet.,Paulo Vi,Fonseca,SP,68108533,Brasil
17184,Travessa de Sales,16,,Caiçaras,Lima das Pedras,MG,18310-067,Brasil
17185,Colônia de Rios,6,,Solar Do Barreiro,Leão,MT,67819-207,Brasil
17186,Lagoa da Cunha,14,,Mantiqueira,Cavalcanti,AM,85071-152,Brasil
17187,Núcleo Luan Rodrigues,48,Et facilis iusto.,Floresta,Monteiro,RO,36568233,Brasil
